question
Una racchetta e una palla costano 1.10 euro. La racchetta costa 1 euro in piu' della palla. \n Quanto costa la palla? Centesimi di euro: .
"Se 5 macchine impiegano 5 minuti per fare 5 oggetti, quanto tempo occorre a 100 macchine per fare 100 oggetti? \n Minuti: "
"In un lago c'e' una chiazza di gigli. Ogni giorno la chiazza raddoppia le sue dimensioni. Se impiega 48 giorni per ricoprire l'intero lago, quanti giorni impieghera' per ricoprirne meta'? \n Giorni: "
"Conosci qualcuno dei test che ti sono stati proposti? Scrivi si' o no, e si', quali? "
